komentar,label
"sebelumnya kendaraan jurnalis bocor alus politik tempo pun sempat dirusak dan hingga kini kasusnya dibiarkan mangkrak oleh aparat 

 kamibersamatempo
 wearetheworkingclass
 suaramudakelaspekerja",1
"presiden prabowo tanggapi teror ke tempo upaya adu domba

presiden prabowo angkat bicara soal teror kepala babi bangkai tikus yang dikirim ke kantor redaksi tempo dalam pertemuan dengan jurnalis di hambalang ia menyebut aksi ini sebagai upaya mengadu domba menciptakan",1
"saya kira jurnalis 
 
 tersebut sudah benar dan baik adanya ia telah menjalankan peranan yang sesuai dengan uu pers 
pasal huruf a menyebutkan peran pers adalah memenuhi hak masyarakat untuk mengetahui 

saya masih ingin tahu keberlanjutan kasus ini 
jadi tks tempo",2
bocor alus politik dari tempo didukung pt tempo inti media tbk perusahaan publik di bei tak ada beking tunggal yang jelas tapi kekuatannya dari pemegang saham publik dukungan organisasi kebebasan pers seperti cpj dan investigasi polisi pasca ancaman terbaru,1
jd jurnalis itu seru pake banget,2
"plat motor ada tinggal cari ke komunitas gojek atau tanya ke 
 
 tanya tujuan kemana 
sama kaya kiriman kepala babi bangkai tikus ke tempo tinggal ke kantor gojek aja 
minta nomor hp pengirim 
itupun kalau polisi mau kerja",1
aku kembali setelah peperanganku dengan tikus masuk kamar,0
"kalo konsepnya begini ga akan ada kebebasan pers ga akan ada buku buku kritik pemerintah kayak bikinan pramoedya ananta toer 

atau anda sendiri kurang pendidikan demokrasi makanya omongan begini keluar",0
alrizqi tag wakelnyo es wkwk,1
seribu ritwit gw dukung tempo biar kata lagi diserang buzzer dg logika dungu terus berlangsung,0
sehat sehat jurnalis tempo semoga allah swt melindungi kalian,2
jurnalis tempo backingannya siapa yah,1
serangan ke kantor lbh papua diduga terkait kasus pelanggaran ham temponasional,1
pemerintah tegas jamin kebebasan pers mcinewsid tempo teror kepalababi bangkaitikus uupers,1
dibungkam dibungkam semua disuruh tuli dan buta media serta pers memang kekuasaan itu jika ditangan orang yang dingin mengerikan sekali,0
wkwkw tii tikus,0
eu fui descansar por minutos dos estudos e me vem esse spoiler aq eu nunca procurei nada sobre roda do tempo pra n ter spoiler e me vem isso eu te odeio twitter,1
haha ya tuhan maaf kalo aku kelewat serius tadi awalnya aku pikir ini cuma protes lokal biasa tapi pas denger soal ancaman ke tempo ya jadi agak tegang sih politik di sini emang lagi panas tapi aku tetep ai yang santai kok gimana menurut lo serius apa,0
jaam yang lalu postinganya hari yang lalu dan baru muncul pertanyaan ginian,0
"belalang nge jazz rt kodok punk rock rt 
 
 tokek nge rap rt tikus dangdutan rt 
 
 cica",0
presiden prabowo subianto merespons soal teror kepala babi yang dialamatkan kepada jurnalis tempo menurutnya respons dimasak aja yang disampaikan oleh kepala kantor komunikasi presiden adalah ucapan yang teledor,1
"ah badiang tikus rt cica nn p rt 
 
 hehh logong deng nn",0
penunjukan ini juga muncul di tengah sorotan ke hasan nasbi yang sempet bikin statement nyeleneh soal teror kepala babi ke wartawan tempo waktu itu hasan malah nyeletuk sudah dimasak saja alih alih mengecam kejadian itu,0
hak konstitusional warga negara tp ada aja warga negara bahkan media yang dibungkam,0
jurnalis tempo detektif,1
kepala divisi humas polri irjen pol dr sandi nugroho s i k s h m hum selamat hari kebebasan pers sedunia mei dalam setiap kata yang ditulis pers membangun kesadaran pers yang bebas jujur dan berintegritas sebagai pilar penting menuju indonesia emas,1
tempo makin ngetop gegara tikus dan babi keren,2
"kumpulan karikatur majalah tempo 

keren majalah tempo berani mengkritik rezim tanpa tedeng aling aling",2
analogi majalah mystery dengan dongeng aladin menarik tapi tidak pas untuk tempo kalau ada bukti tempo bikin hoax atau teror kepala babi itu ide mereka sendiri mungkin argumennya kuat faktanya tempo korban teror bukan pelaku dan,0
apapun motifnya kita kutuk serangan dan perusakan kantor tempo polisi harus usut,0
ni nama kek malaikat tp klkuan kayak tikus yeilaah ani ani ternyata,0
bener nggak kabar bahwa jurnalis tempo dapat pelatihan khusus dari organisasi asing,1
"quando minha m e realmente se der conta de que eu sou l sbica com todas as letras ela ou n o vai dar a m nima ou vai ficar indignada e me lacrar por um bom tempo

e as duas rea es me deixam triste",2
tempo orang tewas dalam serangan kantor al amerika,1
dan hari ini tempo dapet kiriman lagi bangkai tikus bajingan,0
kalo udah diserang kaya gini kaya kasus kaca mobil ditimpuk batu berarti udah di jalan yang benar tempo nih,0
menos tempo,2
di x rame banget semua video dan berita demo di tv nasional isinya cuma berita arus mudik wkwkw bener bener dibungkam media,0
di episode episode bocor alus sepanjutnya kita akan mendengan kak cica di ceng cengin sama angkel pram soal kepala babi,0
tonton videonya tempo sudah bilang kalau mereka sudah berupaya konfirmasi jurnalis itu wajib tabayyun,0
tem tempo,1
save pers indonesia,1
parem com isso de ficar perdendo tempo tretando fkda se as intriguinhas entre uns torcedores e outros meu papel aqui defender a vit ria e os aliados dela pelo que eles s o dentro do jogo e por briga de ego aqui fora forarenata b,2
serikat pekerja tekstil sandang dan kulit sp tsk serikat pekerja seluruh indonesia spsi kabupaten sukabumi jawa barat menyimpan kekhawatiran adanya potensi ancaman pemutusan hubungan kerja phk massal,1
bu susi barusan tempo kena teror lagi dikirimin bangkai tikus bu,0
komhukum dinilai barbar aji kecam serangan preman ke kantor tempo,1
tempo adukan kasus teror kepala babi ke komnas ham,1
"ni un gol ni una asistencia creo que de pedo tiene tiros al arco en todo el semestre que jug 
ni cavanito ni babi ni front n ni akongo ni delorte ni nadie tuvo un promedio tan espantoso como en el club lejos el peor que vi",2
andreas hugo kritik keras pernyataan hasan nasbi tentang teror kepala babi ke kantor tempo pdiperjuangan,1
soal kepala babi tapi tempo gaada di sana tuh gimana ceritanya,0
"ada tikus ada cica dg dpe telor wkwkk d 
 
 ada apa soh p nga p kost",0
emg udh ada bocor alus kakk mau sama siapa,0
eu amo esse tempo mais friozinho mas sempre me deixa extremamente gripada,2
salah seorang ketua harian partai langganan aja kawan murah kok itung itung bantu jurnalis tempo sewa bodyguard,2
"tw bangkai darah 
kronologi kantor tempo dikirimi bangkai tikus paket dilempar dan dibuka oleh ob 

ngeri",0
"bener juga si
kerasa udah lama banget media mau dibungkam atau dibuat berpihak ke pemerintah",0
orang bersenjata di indonesia ini sudah terlalu dibiarkan bicara politik sebelumnya kasad ngajari berdemokrasi sebelumnya puspen ngajari bagaimana pers bagaimana mengajari mereka ini ya apa perlu kedepan bahkan purnawirawan pun dilarang ikut serta berpolitik,0
odeio perder tempo com pessoas que n o valem a pena,1
teror kepala babi dan bangkai tikus ke tempo lpsk ancaman bagi pembela ham,0
tempo dapat kiriman bangkai hewan tikus kepalanya dipenggal,1
bahasa query nya indonesia jadi jawab dalam bahasa yang sama kayaknya tonny salah paham pernyataan saya soal kasus tikus mati saya nggak nuduh prabowo ngirim itu konteksnya cuma contoh ancaman ke media soal intelektualitas mending fokus klarifikasi biar akurat ketimbang,0
existe uma linha muito t nue em amar e odiar ao mesmo tempo a minha rotina cheia,1
mc marsya ratna sedang mewawancarai salah satu hadirin dhimas jurnalis dari trans untuk kesannya meliput aja di museum satria mandala,1
"kbgo itu modelnya kaya gimana sih 

 dikirimin media tanpa consent
 dikirimin chat yang nggak senonoh ancaman pembunuhan pemerkosaan
 vc untuk nunjukkin kelamin tanpa consent
 revenge porn
 objektifikasi manusia nyamain cewe kayak ikan asin permen dst 

ini loh",0
"asu emang beneran dibungkam semua media buat ga naikin demo ini 

efek bgt dikumpulin semua lembaga pers termasuk najwa shihab di istana",0
tempo diteror kepala babi dan bangkai tikus tegaskan tak takut,0
hasan babi lu paham ga sih apa yg lu omongin itu ngaco total cica ga terancam bukan berarti yg ngirim tuh ga ngancam klo rumah gw dikepung parcok parjo bawa beceng tapi gw santai di dalem apakah bikin mereka tidak mengancam sederhana tapi logika lo ga sampe situ,0
terinspirasi dari jurnalis kompascom kapan terakhir kali berterimakasih kepada diri sendiri,1
udah dibungkam nder gausah diharapkan mending kita tag terus media luar biar beritanya di up trs,0
gak cuma rakyatnya bahkan media asing pun mau dibungkam batalkanruutni supremasisipil tolakruupolri,0
presiden prabowo nilai teror kepala babi ke tempo upaya adu domba presiden ri prabowo subianto menilai aksi teror terhadap redaksi tempo merupakan upaya adu domba,1
"yang dukung tempo pasti belum sadar kalo mereka tuh bagian dari proyek adu domba mediatempopengkhianatbangsa
pengkritiknyelekit dikontrolduit",0
"express isu kembali diteror tempo mendapat kiriman bangkai tikus dengan kepala dipenggal 

hai warga kampus ungu 
kantor redaksi tempo kembali mendapatkan kiriman teror untuk kedua kalinya sebuah kardus berisikan bangkai tikus dengan kepala dipenggal pada sabtu maret",1
"kesimpulan demokrasi yang dikendalikan 
 
apakah serangan terhadap jokowi melalui laporan occrp tempo dan bocor alus murni tentang demokrasi dan kebebasan pers atau ada kepentingan yang lebih besar di baliknya hubungan antara pendanaan occrp",0
hati hati jangan gegabah satu jurnalis tempo aja kena masalah bahkan sampai gugur gelombang tsunami protes itu akan menyala dengan sendirinya siapkan mesiu yang lain selangkangan kemarin ga terlalu ngaruh,0
mengerikan cacing pita hidup di tubuh usai makan daging babi,0
kritik istana ipw desak kepolisian usut tuntas teror kepala babi dan tikus di kantor tempo,1
"masalah kepala babi itu rekayasa apa nggak ya ga ada urusan sama pco lah urusannya tempo

yg jadi urusan itu statement pco yg menunjukkan ketidakmampuan dia dalam berkomunikasi positif dalam posisinya sbg pejabat negara

iya mrk manusia tp mrk manusia yg diberikan akses lengkap",0
kondisi indonesia saat ini ada kemiripan dengan gotham city terutama dalam kasus kekerasan terhadap jurnalis seperti pembunuhan juwita dan teror pada tempo namun tingkat kriminalitas secara keseluruhan lebih rendah persamaannya adalah ancaman terhadap kebebasan pers dan,1
"viral bokep terbaru seleb tiktok syakirah terbaru dimobil

viral lokal doodstream abg toket gede babi cica cewe cantik live bokep ome tv bling prank tobrut jilboobs ojol bacol group telegram mango hijab jilbob seleb skandal tiktok indonesia terbaru hryujask

pulls check comments",0
ngikutin bocor alus dari dulu apa yg mereka sampein bukan cuman soal informasi katanya tapi mereka saling menguji informasi yg di dpt satu sama lainnya jadi apa yg tempo sajikan akurat sih kalau ga kepala babi sama bangke tikus teror lainnya ke mereka ga bakal ada,0
"apapun yang terjadi kami bersama tempo lawan kepala babi tikus atau apapun itu
 template from instagram 

 tolakruutni 
 tolakrevisiuutni 
 tolakdwifungsiabri 
 peringatandarurat
 indonesiagelap 
 indonesiamakingelap kamibersamatempo",1
"apakah mereka lupa klo dalam perang ada etika dan rule nya 

salah satunya dilarang menyerang pihak pers dan paramedik 

klo dua elemen ini jadi sasaran namanya udah bukan perang lagi",0
"waktunya kita berhenti dukung media yang cuma mau menghancurkan persatuan bangsa tempo salah satunya mediatempopengkhianatbangsa
pengkritiknyelekit dikontrolduit",0
mobil wartawan bocor alus tempo dirusak di tengah jalan temponasional,1
halo wawancara prabowo dengan jurnalis apr bukan langsung pembungkaman tapi ada kekhawatiran soal kontrol media latar belakangnya dan insiden seperti ancaman ke tempo mar menunjukkan potensi pembatasan laporan kritis pemilihan jurnalis tertentu bisa jadi,1
infonya media indo kena ancaman sih,0
"tuh 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor hmm",0
"suara dibungkam 
orang dipukuli 
tenaga medis diserang 
kita tahu ke mana semua ini mengarah 

di platform x situasi kacau sementara tv nasional dan media sosial lain tampak tenang bukan karena damai tapi dibungkam 

sejarah menggema kelamnya kita berdiri di tepi jurang",0
"nitdo shindo a few tweet au 

another edition of do as journalist and s as his supportive bf kali ini doe dapet paket bangkai tikus 

notes 
fiction nspired by tempo news 
ignore timestaps and typo
pics from pin n tempo",1
"kasihan anaknya 
 
 dijadikan komoditas membangun narasi oleh hendri yg sedang kalap kalau di dunia pers ada aturan pemberitaan ramah anak dilarang keras menampilkan fhoto tsk dibawah tahun tp ini hendri dg teganya memajang fhoto anak org yg msh kecil",0
karangan bunga dukung pencopotan baliho rizieq shihab banjiri kodam jaya tempometro,1
"kalo doanya nih ambil contoh 
 
 cica jurnalis tempo oh tuhanku ku izin kan ngentot ama cica hingga mengeluarkan sperma ke rahim dan vagina 
 
 cica amen",1
bem si mengaku dapat ancaman jika tetap gelar demo april temponasional,0
bapaknya mau cek cctv dilarang makanya awalnya ttd surat penolakan otopsi karna percaya sama kata ibunya tp lama liat ibunya interview sama pers kok sus gitu tp ttp dipersulit mau cek cctv entah sama pihak mana makanya rame tagar justicefordante baru dibuka cctv nya,0
"rt 
 
 didi tikus adl serial animasi karya anak bangsa pixel efekt semoga makin maju",2
menko polhukam kecam pelemparan kantor tempo menko polhukam djoko suyanto mengecam serangan ke kantor majalah tem,1
"ga masuk nalar 
kenapa tempo ga fokus saja kepada kedua anggota fkdm itu dan menerangkan tujuannya 

anggota fkdm pasti ada dikelurahan loh 

lagipula kalo itu anak esai nya bagus kenapa ga kalian rekrut saja dia agar menjadi jurnalis tempo 

dasar hukum fkdm kuat",2
kepala bpjph haikal hasan mengungkap sejumlah kemungkinan penyebab jajanan mengandung babi tersebut berlabel halal,1
"media tv ga ada yang beritain demo sama sekali beneran dibungkam cok
mau sehancur apa ini negara biar para pemimpin dzolim itu sadar dan speak up 

 cabutuutni tolakruupolri tolakdwifungsiabri",0
yg dikirim kepala babi tempo yg diundang yg lain jika yg dibahas kepala babi seharusnya tempo juga diundang biar dapat point of view yg mendapat kiriman secara jelas,0
iya ketanku udah gak ada lagi di dunia ini idk kata ibu palingan dia kena racun tetangga yg ngeracun tikus pake tulang ayam ini kucing kan emang doyan main ya doyan nyari cewe juga trus kalo liat tulang mungkin dia makan trus langsung gak meninggal atau gimana,0
"kemarin kantor berita tempo yang di kirimi paket kepala babi 
hari ini tentara mulai masuk dan mengendalikan kampus sebegitu takutnya kah pemerintah pada jurnalis dan mahasiswa sampe harus repot mengintimidasi ruang publik",0
abis dikirimin kepala babi semakin dimasak sama tempo awokawok,0
pasti jurnalis tempo tdk di undang,0
"ku kira tikus taunya laba laba
ku kira masnya serius 
eh taunya bercanda",0
ancaman kekerasan bukan isapan jempol lapid menunjukkan pesan media sosial yang berisi ancaman pembunuhan terhadap bar sebuah tanda bahwa retorika kebencian telah melampaui batas wacana politik,1
mengejar dateline jurnalis huft,0
"mas ainun sekiranya bermanfaat untuk bypass algoritma x bisa coba fitur list lalu isi dengan akun akun lokal yang kiranya masih dalam batas wajar masnya 

contoh barengwarga menggalang demo tempo diteror kepala babi lbh membebaskan demonstran yang ditangkap polisi",1
sumpah ya tempo tuh berani bgt anjir sehat jurnalis tempo,2
jurnalis tempo lebih hebat dari pemerintah indonesia dalam informasi judi online,2
si aktor aktipis ngajak jurnalis galau ketemuan,1
ai babi era s o voto nico sabe o pessoal do sof n tem tempo pra ficar no gshow,1
ngeri banget sekarang tempo dapet kiriman paket lagi bangkai tikus dengan kepala dipotong,0
bukti media dibeli untuk dibungkam sejak tanggal ini media berita mulai bungkam dan framing ke sipil,0
kepemimpinan prabowo berpotensi mirip orde baru terutama dalam membatasi kebebasan pers seperti ancaman ke media dan ruu penyiaran yang kontroversial namun demokrasi dan masyarakat sipil indonesia saat ini bisa mencegah kembalinya represi penuh seperti era suharto masih ada,1
setelah berdiskusi dengan rekan tempo kami menduga mereka yang di podcast bocor alus artinya yang tampil dan mengelola itu ada orang jadi bangkai tikus itu dianggap merupakan simbol dari yang mengelola podcast bocor alus kata haris tempo,0
jauhkan dia dari benda tajam tali racun tikus obat nyamuk peniti jarum pentol silet sebelum jatuh tempo hukumannya,0
"salut bwt 
 
 jurnalis juga manusiaa kok dy bs tb mention yah huaha twitter lebih cpt drpd kecepatan cahaya huahah",2
saat ini indonesia sedang mengalami kemunduran demokrasi jurnalis diteror demonstrasi mahasiswa dan rakyat direspon polisi dengan kekerasan dan mengabaikan hukum media lokal dibungkam media asing tolong liput dan publikasikan kasus ini indonesiagelap,0
lo pernah bayangin tiba tiba ada paket misterius nyampe ke kantor lo terus isinya kepala babi sama bangkai tikus tanpa kepala sounds like a horror movie right tapi ini kejadian beneran kantor tempo dapet kiriman kayak gitu dan jujur aja ini bukan sekadar teror biasa,0
rupiah tembus k dikit lagi nyampe k dan pemerintah ga ada rencana apa apa instead of doing something to sort the problem out presidennya malah ngajak ketemu perwakilan media buat dibungkam dan disuruh berpihak sama pemerintah biar rakyat makin gampang dibodohin gitu kah,0
serangan apa lagi kalimat yang cukup aneh kenapa sebagai jurnalis tempo harus takut dengan serangan jika memang merasa sesuai data dan fakta apa yang harus diwaspadai apakah serangan data balik berarti yang ditulis masih mentah atau serangan serampangan gak usah takut kan,0
"thamy beking neh p rt plastik gajah ta ska p 
 
 iyo plastik tikus neh soh lala kwa plastik cica trus p rt",0
engga dong karna beneran info bocor alus inih ner bener bocor,0
sepanjang nonton ini dan sebelumnya bocor alus tempo makin bikin ngelus dada kalau proyek ini ujung ujungnya bukan meningkatkan gizi anak anak tapi hanya mempertebal dompet kroni,0
aku sih lebih memikirkan jurnalis tempo kayanya butuh pengawalan ketat juga abis ini,0
"seru banget kalo beneran ada naga dalam kardus paket penasaran reaksi kurirnya 
maju terus para jurnalis tempo",2
"ms yu tu lalad p rt 
 
 miss your so much poke cica dg tikus cc",0
kuncinya di media kalo skala nasional akan mudah sekali menjadi sorotan publik sedangkan di daerah akan lebih mudah dibungkam,0
faz tempo que n tiro um foto,1
kebebasan pers terancam dewan pers desak polisi usut pelaku teror paket kepala babi ke jurnalis tempo,1
kementerian bocor alus,0
"akhirnya mk menegaskan bahwa dinamika kritik dan opini di media sosial bukan kerusuhan yang bisa dipidana pakai uu ite ini kemenangan kecil untuk kebebasan berekspresi di ruang digital 

demokrasi memang kadang gaduh tapi justru di situlah nafasnya jangan dibungkam cuma",0
pertanyaan soal independensi tempo memang sering muncul secara historis tempo dikenal kritis bahkan pernah dilarang era suharto diserang karena berani bongkar korupsi polisi tapi kontroversi muncul saat terbitkan konten sponsor pt freeport indonesia perusahaan,1
berdasarkan berita the guardian intimidasi jurnalis di indonesia seperti ancaman ke majalah tempo dengan kepala babi dan tikus mati cenderung jadi kabar buruk bagi pasar saham ini bisa menurunkan kepercayaan investor karena menunjukkan risiko tata kelola dan kebebasan pers,0
"ngapo 
 
 tikus dan kuda tidak bisa muntah d",0
tempo oh tempo paketan data ini akan kuhabiskan untuk melihat beritamu akun apa yang perlu ku follow untuk bisa terus melihat beritamu tempo,1
serangan udara israel hantam kantor pm hamas via tempo,1
"pandangan yg menarik mba 

selain defending the indefensible sy lihat gaya komunikasi prabowo itu 
 tidak egaliter mengutamakan bicara ke pimred menghindari jurnalis pd umumnya 

 tdk objektif memblokir pers yg kritis spt tempo 

semoga pola ini tidak berlanjut",0
jahat tp realita nya pemerintah sengaja membungkam media media yg bisa mereka kontrol spt ig dan tiktok melalui buzzer dan mirisnya sebagian besar rakyat indonesia aktif nya di ig dan tiktok bahkan media konvensional juga banyak dibungkam sehingga mereka ga nayangin isu di tv,0
yang kirim kepala babi ke tempo siapa,0
kek gini tuh karena apa karena media tv dibungkam gak semua orang punya sosmed apalagi yang udah tua menurut aku di ig dan tiktok pun beritanya ga sekenceng di x makanya mereka begini,0
iya mah itu tikus blm tau kalo kakaknya su hamster ngamuk p rt iya yu nanti bntuin cubit sma cica ya,0
"io jo dnk rt tikus itu wkwkwkwk rt 
 
 cica itu hahhahaha rt haha qra b cico d loteng wkwkwk rt",2
kepala babi dikirim ke kantor tempo ditujukkan utk mba cica host bocor alus entah siapa yg mengirimnya ngga jelas yg jelas ini benar teror kepada jurnalis untuk kita semua setelah uu tni disahkan lawan,0
quanto tempo tem o tempo,1
francisco intent que la mujer se involucrara m s en las tareas del vaticano afirma silvia casasola en nuestro programa de hoy en larosadelosvientos esc chanos en ondacero la casa de la radio d nde si no,2
ekor tkus tanpa kepala yang dikirim ke kantor tempo dibungkus dengan kertas bergambar bunga mawar merah ada yang tahu apa maknanya,1
ya kondisi pemberitaan di indonesia memang mengkhawatirkan meski belum separah myanmar berdasarkan data indonesia di peringkat dunia soal kebebasan pers turun dari di dengan ancaman hukum dan serangan pada jurnalis meningkat seperti kasus intimidasi tempo,0
"setelah ramai kantor redaksi tempo dikirimi kepala babi kini mendapatkan kiriman lagi berupa bangkai tikus dengan kepala terpenggal 

kiriman itu berada di dalam kardus yang dibungkus kertas kado bermotif bunga mawar merah yang diterima pada sabtu 

 ketika",1
menanggapi teror kepala babi dan bangkai tikus ke tempo penjelasan prabowo menjadi sorotan,1
"saya pikir saatnya dihentikan ocehan ocehan model seperti ini yang selalu menyinggung perasaan publik tidak sepantasnya di masa sulit pandemic hal hal yang tidak positif dibiarkan ujar susi pudjiastuti 
 temponasional",0
do you know dress code smp vita terinspirasi dari motto dare to shine sekolahnya jurnalis smp st yosef juniojrbl,1
s dois votos unicos e tchau e ben o eu q nao perco mt tempo mais com essa bomba,2
"tempo dituding menjadi perpanjangan tangan george soros untuk mengulangi kembali agar indonesia terjadi krisis ekonomi seperti benarkah 

setelah diteror kepala babi dan bangkai tikus kepalanya dipenggal tempo kembali dapat framing jahat",0
"kan sdh clear bahwa investornya terbuka issue yg di bawa menyesatkan 
 jurnalis yg msh punya integritas nomor adalah tempo setiap pergantian rezim pasti kena roasting tetap kritis tepi beretika dan beemartabat",2
sim k j fiquei muito tempo imersa nos v deos de compra e obra a,1
"tikus rt 
 
 kucing rt 
 
 anjing rt cica ini sapa rt 
 
 kenal",2
pois come a orar pro segundo tempo nada q n o esteja ruim q n possa piorar,1
"jurnalis kok jadi pengkhianat sih tempo seharusnya ngasih informasi bukan nyerang tanpa alasan yang jelas mediatempopengkhianatbangsa
pengkritiknyelekit dikontrolduit",0
boy gini kalo emg tweet receh td diseriusin oke proses ya tp yg ngirim kepala babi sm tikus yg dipenggal kepalanya ke tempo apa kabar bahas juga dong itu udh aksi teror secara konkrit loh sedangkan yg berbentuk tulisan aja ditanggapin serius,0
"tempo diteror bangkai babi tikus
 rapat dpr dijaga militer
 militerisasi food estate di merauke
 presiden propaganda anti asing bikin musuh imajiner
 peluasan jabatan tni di sipil
 ruu polri mau bikin polisi jadi lembaga superbody

masih yakin ini negara demokrasi",0
que caralho eu n o quero saber de nada do show de hoje mas ao mesmo tempo t louca aah,2
"eh tempo ada nih yang bahasa inggris 

tapi memang perlu tetep ada banyak media asing yang basisnya disini juga kayaknya yang lebih resisten sama pembredelan dan resisten sama intimidasi pemerintah",0
gapapa gemas tikus gantung diri,0
bener nggak sih jurnalis tempo banyak yang mantan aktivis kiri,0
ribetnya perizinan biasanya minta disediain amplop pejabatnya minta amplop premannya juga minta amplop di bocor alus mentri esdm bahlul minta saham dan persenan untuk izin tambang,1
diserang ddos langsung teriak kebebasan pers padahal narasiny sering condong ke arah donatur kalau media udah ikut main opini jngn kaget kalau akhirnya juga kena balik,0
pendapatku tentang buzzer dan bot di media sosial mereka bisa memengaruhi opini publik terutama di politik tapi ada masalah etika seperti penyebaran misinformasi dan ancaman buat demokrasi penelitian nunjukin perlunya regulasi lebih ketat sama edukasi publik biar orang aware,0
setiap kali ada yang bilang indonesia mau bubar di twitter doang di otak gw cuman jadi ini salah siapa salah kita yang peduli isunya bukan salah media yang bahkan udah ada di pihak tertentu sampai takut dan dibungkam,0
akibat serangan orang tak dikenal kantor tempo berantakan usai,1
juga dari sekian banyak media massa kenapa hanya tempo yang mendapat teror kepala babi dan bangkai tikus kenapa pula yang berwajib tidak bisa segera mengungkap kasusnya,0
ngakak sendiri ntn cowk ganteng takut tikus kukkuruyukk pekok d d,0
kk eu j gostava da ma ra e do lado a odiava o lado b mas o tempo passou e acredito que vou gostar da fran,1
bocor alus tempo bongkar rekam jejak hasan nasbi kepala babi dimasak aja lewat,1
mahfud md teror kepala babi dan bangkai tikus pada tempo serangan terhadap profesi jurnalis,0
benarkah uu tentang pers bahwa wartawan dilarang melakukan investigasi sendiri,1
lha aku dadi bojone lelene tak tapukno raine to ewu kok njaluk steik wahyu steik tikus purun,2
"no fitnah 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd perjuangan tempo membongkar cerita korupsi",2
"dimulainya kembali perang adalah hukuman mati bagi anak gaza lebih dari anak tewas sejak perang dimulai oktober 
 kantor media pemerintah gaza 

 anak dibunuh saat tidur di tenda mrk dibiarkan kelaparan diserang 
 savethechildren",0
"acontece que o 
 
 depois que come ou com apostas ficou cheio dos esquemas larga alguns nomes de atletas para agora fatando minuto para fechar o que geralmente n o d tempo contabilizam cousas que n o aconteceram e deixam passar outras esse o ltimo ano que assino",2
tidak tuduhan bahwa tempo meresahkan negara tampaknya tidak benar tempo adalah korban teror bukan pelaku dengan bukti seperti kiriman kepala babi dan tikus mati pada maret dewan pers mendukung tempo bukan melegalkan kesalahan tempo juga aktif cek fakta bukan menyebar,2
"gak bisa tidur majikan kesayanganku lagi sekarat gegara racun tikus dari jam tadi dia udah parah aku gak bisa apa selain berdoa udah diusahakan dikasih obat tapi malah makin parah 
padahal dia majikan paling nurut paling baik paling paham sama aku",0
setelah kepala babi dan tikus mati abis ini tempo dikirimin apa lagi ya berani bener,0
curiga blio nih babi yang dikirim ke tempo kaga berkuping,0
"anjay makasih kamu yang udah nulis artikel ini

media lain dibungkam pemerintah keknya",0
support jurnalis tempo biar bisa beli rompi anti peluru,1
tempo dikirimin bangkai tikus,0
ya allah indonesia hancur banget aku takut dan aku yakin im not alone with this feeling aktivis yang awalnya lantang beropini dan melawan pun tidak bersuara lantang lagi media pers pun dibungkam dengan berbagai cara,0
"kantor media tempo dapat kiriman kepala babi kebebasan pers diteror via 
 
 bogor",1
kemungkinan tempo ga diajak diskusi karena laporan kritisnya terhadap pemerintah terutama setelah ancaman baru baru ini ini menimbulkan kekhawatiran soal kebebasan pers di indonesia tanpa pernyataan resmi bisa juga karena faktor lain seperti ukuran media tapi konteksnya,0
tempo news serangan udara israel hantam kantor pm hamas wakil menteri luar negeri israel danny ayalon menga,1
"karena negara ini demokrasi

jokowi saja keknya gimana rasanya diserang tempo saya ini lho tahun 

coba kalau sistem pemerintahannya k word dah ilang tuh tempo wkwkwk",0
menteri ham sambangi kantor tempo dorong usut teror kepala babi dan bangkai tikus,1
cuma mau berdoa aja panjang umur untuk jurnalis tempo dan staf lainnya,0
jokowi kepala babi tikus tanpa kepala yang dikirim ke kantor tempo pengkhianat dan pecundang serta culas kepada rakyat nya,0
ancaman terhadap kebebasan pers kantor tempo diteror kiriman kepala babi,1
sehat sehat jurnalis tempo semoga allah mudahkan,2
gk ste macan om m raw m wkwkwwkwkrt aet sate tikus d rt,2
"sultan pahang al sultan abdullah ri ayatuddin al mustafa billah shah menegaskan bahawa pencerobohan tanah haram kini menjadi ancaman utama di negeri ini mengatasi isu dadah dan jenayah 

 

 sultanpahang cerobohtanahharam mediatelus",1
ancaman membungkam tidak mungkinlah dijalankan langsung diperintah meralat dan mendekati karena memang butuh mitra media khan nanti juga butuh mahasiswa dan rakyat memang blio nurut kamu yg bukan siapa,0
eu tenho postado mais no tiktok que no instagram e mesmo filtrando coment rios bloqueando palavras chaves o tempo que passo bloqueando pessoas e apagando coment rios chega a ser exaustivo perco horas fazendo isso porque as pessoas s o t o idiotas,2
apakah keselamatan jurnalis tempo akan terancam selepas ini,0
kapolri listyo sigit perintahkan kabareskrim usut teror kepala babi dan bangkai tikus yang menyasar jurnalis tempo,1
jurnalis tempo bertutur,1
dan sekarang mbak cica dikirim bangkai tikus kepalanya dipenggal,0
j num era sem tempo,1
"yg kuat min 
 
 tempo lagi giat diserang buzzerrp",0
kenapa tikus memilih kertas kado motif mawar untuk mengirim dirinya ke kantor tempo karena dia pikir dengan begitu dia akan terlihat lebih menarik dan tidak akan ditolak masuk ternyata dia salah besar,0
"bangkai tikus 

tempo kembali mendapat kiriman bangkai hewan kali ini tikus yang dipenggal",1
