komentar,sentimen
"tempo itu kalo mmbuat berita tentang pemerintahan begitu berani kadang brlebihan tapi giliran di kirim kepala babi cengeng dn mendramatisir seolah olah msyalah besar 
teror ini mungkin di buat oleh orang iseng tapi sebalik ya kita duga di buat oleh interen tempo sendiri",negative
"penyelidikan teror kepala babi dan bangkai tikus ke kantor tempo

kabareskrim polri komjen pol drs wahyu widada m phil menyatakan bahwa pihaknya sedang menyelidiki kasus teror berupa kiriman kepala babi dan bangkai tikus ke kantor tempo",neutral
pernah denger isu jurnalis tempo dapat tekanan dari pengiklan buat nulis artikel,neutral
pengecut takut terkuak fakta sekarang malah tutup mulut jurnalis tempo semoga makin strong,negative
gak usah jauh jauh deh banyak jurnalis lain aja yang heran sama sikap editorial tempo,negative
tidak ada bukti kredibel bahwa media tempo dimiliki george soros tempo didirikan tahun oleh jurnalis indonesia dan dikelola oleh tempo media group soros memang mendanai berbagai inisiatif media global lewat open society foundations tapi tak ada catatan ia memiliki tempo,neutral
media online langganan media cetak langganan tenang para jurnalis tempo dan keluarga tempo inshaallah kehidupan kalian semua akan selalu terpenuhi dan tercukupi,positive
kenapa jurnalis wartawan tempo tidak ada dalam foto yang dibagikan prabowo sebab tempo kan juga informasi berita dan media yang terupdate dan perusahaan berita dan media yang netral apakah ada maksud terselubung,negative
kalau gini makin keliatan kan siapa yg neror jurnalis tempo hehe,neutral
"done 

dengan ini saya berperan dalam penyediaan apd jurnalis tempo semoga saya bisa konsisten xixixi

stay safe",positive
allah asbun org yang langganan donasi tempo siapapun yang mulai follow dan buka situsnya secara rutin siapa lagi ya semangat buat para perkerja jurnalis dan semuanyaa yang di tempo,positive
ngga kaleng emang pendukung tempo semangat para jurnalis dan semua orang yang telibat dalam membuat berita berkualitas semoga sehat selalu semuanya semoga allah swt selalu menjaga setiap langkah kalian,positive
jurnalis tempo sama bin inimah,neutral
media yang tidak menjalin komunikasi dengan pemerintah atau bahkan anti pemerintah justru tidak independen kata jurnalis senior tempo media berpihak pada kepentingan publik baik kepentingan publik yang kontra pemerintah pro pemerintah atau yang tidak keduanya,negative
"saya bayar langganan tempo 

terimakasih untuk fakta yang diberikan 
semoga bisa melengkapi jurnalis di lapangan dengan rompi antipeluru ya min",neutral
semoga jurnalis dan tim redaksi tempo senantiasa diberi kesehatan dan keselamatan,neutral
"sudah mendukung tempo demi anggaran rompi anti peluru mobil anti peluru dan ledak serta anti racun untuk para jurnalis tempo 
 
 didalamnya semua",neutral
semoga jurnalis tempo selalu berada dalam lindungan tuhan,positive
jadi takut sama keadaan temen gua yg jadi jurnalis tempo semoga kalian sehat selalu ya,negative
lanjut langganan biar jurnalis tempo bisa make rompi anti peluru,neutral
panjang umur dan sehat selalu jurnalis tempo juga semoga selalu dalam lindungan nya,positive
"wah enak dong 
 
 selalu aman ga kayak jurnalis spt tempo yg selalu hati hati dlm beropini",positive
jangan sampe jurnalis tempo dikasih mbg,negative
semoga jurnalis tempo aman dan sehat selalu,positive
gaskan min tiap jurnalis tempo diberi kevlar vest,neutral
saya future jurnalis tempo,neutral
tbtb pingin jadi jurnalis kiri dan dapet kerja di kantor tempo wish me luck,neutral
kantor tempo diteror paket kepala babi dikirim ke wartawan politik mereka francisca christy rosana ini bukan cuma ancaman personal tapi serangan ke kebebasan pers siapa dalangnya polisi harus segera bertindak solidaritassosial,neutral
dewan pers mengutuk keras teror kepala babi ke kantor tempo serangan ini bukan hanya ancaman ke media tapi ke demokrasi itu sendiri kebebasan pers harus dilindungi bukan ditakuti lawanteror tempo,neutral
"berikut adalah kritikan pedas terhadap kejadian tersebut 

sungguh memalukan dan memuakkan kiriman kepala babi ke kantor tempo pada maret bukan sekadar ulah iseng melainkan serangan terencana yang jijik terhadap pilar demokrasi kebebasan pers kepala babi yang",negative
"im not a fans but you guys stay safe ya 

ada catatan historical bbrp penyerangan ke kantor tempo dari yg paling tragis di th 

i was in another media at that time dan kena juga serangan ke kantor yg end up jurnalis pada ngeluarin senpi untuk berjaga jaga",negative
"dengan dalih kebebasan pers tempo sering menulis seenaknya tak ada keberimbangan hanya ada keberpihakan asing yang disamarkan dengan gaya naratif intelektual mediatempopengkhianatbangsa
pengkritiknyelekit dikontrolduit",negative
"tempo sering bungkus kepentingan asing dengan label kebebasan pers mediatempopengkhianatbangsa
pengkritiknyelekit dikontrolduit",negative
ketua aji sebut krisis bisnis media jadi ancaman serius bagi kebebasan pers,neutral
"kamis mei 
di depan kantor gubernur jateng massa aksi datang sejak pukul pagi 
mereka tidak membawa senjata tidak menebar ancaman 
hanya membawa tuntutan yang sayangnya sudah terlalu biasa di negara ini 
upah layak perlindungan kerja hidup yang manusiawi",neutral
kabar duka phk ratusan jurnalis dn pekerja media bukan sekedar ttg mereka yang kehilangan pekerjaan tapi coba lihat dari sudut pandang ancaman demokrasi yang makin nyata berkurangnya sumber informasi valid kemungkinan kian menjamurnya pengetahuan dari satu sumber pemerintah,neutral
"ini jatuhnya malah kek ancaman ya gek gek sg ngirim ndas babi karo bangkai tikus ng tempo wingi ki asline tni 

ra su udzon soale masuk akal",negative
gaiso berkata aku mbak keweden dikirim bangkai tikus kyk tempo tak kiro media apik iso bantu warga sby tibake hobi framing elek nak arek,neutral
sebenarnya yang bikin kepercayaan investor menurut itu danantara dan soal pendanaan soros ke tempo ini hanya sebuah spekulasi belaka justru pelaku pengiriman kepala babi dan bangkai tikus ke kantor redaksi tempo itu adalah derry noah diduga akun itu adalah ultranasionalis,negative
"kelangkaan gas jangan ganggu kemiskinan kami 
 korupsi pertamax juga pertalite dioplos dengan tinner
 sukatani 
 bangkai tikus dan kepala babi tempo 
 efisiensi untuk mbg keracunan
 saham dan nilai rupiah yang anjlok 
 ruu tni
 pembredelan film teater galeri seni 

apalagi",negative
"sumber berita 
 tempo tempo istana sebut jangan dibesar besarkan 
 tempo fakta fakta teror kepala babi amp bangkai tikus 
 tempo teror kepala babi untuk jurnalis pernah terjadi di rusia",neutral
teror pertama datang rabu maret kantor tempo dikirimi kepala babi dalam paket masih syok sabtu maret datang lagi kiriman enam bangkai tikus kepalanya dipotong kayak pesan ancaman siapa yang ngirim kenapa,negative
bayangin lo kerja sebagai jurnalis tiap hari nulis berita buat kasih info ke masyarakat tapi tiba tiba suatu pagi kantor lo dikirimi kepala babi tanpa telinga besoknya enam bangkai tikus tanpa kepala ngeri ini kejadian beneran di kantor tempo,negative
rehan oktra halim maret teror kepala babi dan bangkai tikus di kantor tempo apa kata kapolri tempo,neutral
"dikirimi kepala babi dan bangkai tikus tempo terjadi kehebohan pco blunder banyak yang mendukung tempo keluar tapping video presiden beserta footage bersama media meredam makin membara 

 kamibersamatempo cabutuutni tolakdwifungsiabri tolakkembalinyaorba",negative
lo pernah bayangin tiba tiba ada paket misterius nyampe ke kantor lo terus isinya kepala babi sama bangkai tikus tanpa kepala sounds like a horror movie right tapi ini kejadian beneran kantor tempo dapet kiriman kayak gitu dan jujur aja ini bukan sekadar teror biasa,negative
"kantor tempo dikirimi kepala babi 
 besoknya bangkai tikus dalam kotak kado 
 tanpa surat tanpa kata kata 
 satire orwell bukan ini indonesia",negative
puan desak polisi usut teror kiriman kepala babi dan bangkai tikus ke kantor tempo,negative
video video youtube yang paling banyak ditonton mencerminkan perhatian publik terhadap teror yang diterima oleh tempo termasuk pengiriman kepala babi dan bangkai tikus serta kekhawatiran terhadap ancaman kebebasan pers dan sikap pejabat yang tidak responsif,negative
unggahan paling banyak disukai di instagram menunjukkan reaksi keras terhadap teror yang diterima tempo termasuk kiriman kepala babi dan bangkai tikus serta kecaman terhadap tanggapan santai dari pejabat pemerintah yang dinilai meremehkan ancaman terhadap kebebasan pers,negative
bisa gak rame kirim ke rumah dia bangkai tikus dan kepala babi kan masih belum ancaman kankatanya angap aja hadiah karena kegoblogkanya dqlam menyikapi kejadian ke wartawan tempo,negative
"pemerintah aja ngirim kepala babi dan bangkai tikus ke kantor tempo

masa segitu banyaknya demonstran gak ada yg mikir buat balas",negative
"kabareskrim polri pastikan usut tuntas kasus teror kepala babi dan bangkai tikus di kantor tempo

 jurnalis teror kabareskrimpolri",neutral
"polri identifikasi seorang terduga pelaku pengirim kepala babi ke tempo

tim penyidik direktorat tindak pidana umum dittipidum bareskrim polri menyelidiki kasus dugaan teror kiriman kepala babi dan bangkai tikus di kantor tempo salah satu penyelidikan dilakukan dengan",neutral
jangan dibesar besarkan masalah kiriman bangkai kepala babi tanpa kuping bangkai tikus tanpa kepala ke kantor tempo dimasak saja mas krik krik krik sunyi tanpa bunyi,negative
teror ke tempo berlanjut setelah dikirimi kepala babi kini ditemukan paket berisi bangkai tikus tanpa kepala paket misterius ini pertama kali ditemukan petugas kebersihan pemred tempo menegaskan tak gentar dan kasus ini telah dilaporkan ke polisi tempo teror ancaman,neutral
komnas ham terima laporan teror kepala babi dan bangkai tikus ke kantor tempo,neutral
bareskrim polri analisa cctv untuk mengusut teror kepala babi dan bangkai tikus di kantor media tempo jakarta selatan,neutral
bareskrim periksa cctv kantor tempo buru pengirim kepala babi dan bangkai tikus,neutral
"kepala kepolisian ri jenderal listyo sigit prabowo memerintahkan kabareskrim polri komisaris jenderal wahyu widada untuk mengusut teror kepala babi dan bangkai tikus ke kantor media tempo 

 tempodotco tempo kapolri terorkepalababi",neutral
"tempo diteror kepala babi bangkai tikus 
 
 dimasak aja 

muhammad rahul ketua kelompok fraksi 
 
 komisi i kita perlu mengedepankan asas praduga tak bersalah",negative
pendukung prabowo tuduh kiriman kepala babi dan bangkai tikus hanya rekayasa tempo,negative
maret tempo kembali mendapat teror kali ini bangkai tikus dengan kepala terpenggal terjadi pula konflik horizontal dari beberapa aktivis,neutral
emang hanya orang yg bermental tikus yg kirim ke tempo bangkai tikus,negative
bareskrim polri mulai selidiki teror kepala babi dan bangkai tikus di kantor tempo,neutral
bareskrim polri bersama polda metro jaya telah memulai penyelidikan terkait dugaan tindakan teror yang terjadi di kantor tempo jakarta selatan dengan ditemukannya kepala babi dan bangkai tikus,neutral
ya itu kantor tempo dapat kiriman bangkai tikus yg udah dipenggal bangkainya ada sesuai sama jumlah host tempo bocor alus,neutral
"kapolri perintahkan kabareskrim usut teror kepala babi dan bangkai tikus ke tempo 

selengkapnya",neutral
teror kepala babi dan bangkai tikus ancam kantor tempo kapolri perintahkan penyelidikan mendalam via,neutral
aku sih mendukung pengiriman kepala babi bangkai tikus ke tempo sbg pembelajaran demokrasi tanpa kekerasan pembunuhan juga melambangkan oknum pejabat negara politisi yg berkepala babi yg korup kayak bangkai tikus jika bisa di penjarakan sampai jadi bangkai di sel,negative
kapolri jenderal pol listyo sigit prabowo menegaskan telah menginstruksikan kabareskrim komjen pol wahyu widada untuk menyelidiki lebih lanjut kasus kiriman kepala babi dan bangkai tikus ke kantor tempo,neutral
kantor media tempo mendapatkan kiriman kepala babi hingga bangkai tikus immanuel ebenezer selaku wamenaker mengutuk keras aksi tersebut,neutral
"teror tak berhenti kini tempo dikirimi bangkai tikus 

 tempo pwijakarta kebebasanpers lbhpers",negative
mengingat investigasi jurnalis tempo berkenaan dgn isu aktual mavia migas ijazah palsu ruu tni aksi demo maka utk menepis imbas negatif dari liputan tempo tsb siapapun oknum pengirim kepala babi bangkai tikus hrs ditangkap aksi teror,negative
"kapolri jenderal pol listyo sigit prabowo telah memerintahkan kabareskrim komjen pol wahyu widada untuk menyelidiki kiriman kepala babi dan bangkai tikus ke kantor tempo 
 newsupdate update news oneliner",neutral
"alasan tim 
 
 
 
 dikirimi bangkai kepala babi dan tikus ada my pov 
 berita yg tempo siarkan adalah valid dan mengusik tim pengirim 
 tim pengirim ingin membuktikan kekuatan mereka dlm merepresi media 

next kemungkinan siapa yg mengirim",negative
"setelah ramai kantor redaksi tempo dikirimi kepala babi kini mendapatkan kiriman lagi berupa bangkai tikus dengan kepala terpenggal 

kiriman itu berada di dalam kardus yang dibungkus kertas kado bermotif bunga mawar merah yang diterima pada sabtu 

 ketika",neutral
lagi tempo mendapat kiriman bangkai hewan kali ini tikus yang dipenggal,negative
bangkai tikus tak berkepala simbol teror mengintimidasi media seperti tempo tikus melambangkan penyakit dan kotoran sedangkan pemenggalan kepala menambah kesan kekerasan menyiratkan ketakutan dan kontrol ini taktik teror untuk membungkam jurnalisme terkait ancaman terbaru,negative
"sejarah berulang pelaku beda tapi motiv n cara sama

zaman pak harto
 suara indonesia dikirim kepala manusia nov 
 istri munir dikirim kepala bangkai ayam 

zaman mantunya pak harto
 tempo feb kepala babi n kepala tikus",negative
redaksi tempo kembali di teror kali ini kiriman bangkai tikus yang di penggal,negative
"tempo diteror bangkai babi tikus
 rapat dpr dijaga militer
 militerisasi food estate di merauke
 presiden propaganda anti asing bikin musuh imajiner
 peluasan jabatan tni di sipil
 ruu polri mau bikin polisi jadi lembaga superbody

masih yakin ini negara demokrasi",negative
tempo kembali dapat kiriman bangkai tikus yg kepalanya kepenggal,neutral
teror berlanjut tempo dikirimi bangkai tikus tanpa kepala setelah insiden kepala babi,negative
tempo gak ada niatan request bangkai tikus berdasi atau kepalanya gitu kepalanya juga gapapa,negative
"tempo 
 
 kembali mendapat kiriman bangkai hewan kali ini tikus yg dipenggal kepala",neutral
paket enam bangkai tikus di kantor tempo,neutral
teror kepala babi dan bangkai tikus yang ditujukan kepada tempo adalah sinyal sinyal pembungkaman terhadap kebebasan pers jika pers sudah dibungkam lambat laun itu juga akan merambat ke pembungkaman seni entah itu sastra musik rupa dan lainnya aku uda pernah melihat pola,negative
itu ada teror bangkai tikus di kantor tempo suruh masak hasan nasbi saja bodoh sekali orang itu kalau ngomong,negative
setelah paket potongan kepala babi kantor redaksi tempo kembali diteror kali ini tempo diteror paket berisi enam bangkai tikus yang dipenggal,neutral
kapolri minta kabareskrim usut teror kepala babi bangkai tikus ke kantor tempo,neutral
setelah teror kepala babi kini kantor tempo terima kiriman bangkai tikus,neutral
"tempo dikirim kepala babi disusul bangkai tikus walt disney pasti sedih jika tahu binatang yang menginspirasinya menciptakan karakter mickey mouse yang lucu nyentrik dan jail dipakai sebagai alat teror kepada tempo ancaman kebebasan pers 

 kepalababi bangkaitikus",negative
bangkai tikus kek gini harusnya dikirim ke senayan tolol betul orang yg kirim ke tempo gw yakin itu pengirimnya adl orang yg terbiasa dalam komunikasi rantai komando pimpinannya entah si acab atau bs jd pejabat yg ga suka diusik uu dwifungsi nya,negative
aha dua permata kapolri perintahkan kabareskrim selidiki teror kepala babi bangkai tikus di kantor tempo,neutral
dan hari ini tempo dapet kiriman lagi bangkai tikus bajingan,negative
"kurang dari sehari setelah tempo melaporkan teror paket berupa kepala babi ke mabes polri tempo kembali dikirimi kotak berisi enam bangkai tikus dengan kondisi kepala terpenggal pada sabtu maret pukul wib 

 

 kamibersamatempo",neutral
teror kepada tempo makin gila setelah revisi uu tni disahkan kantor tempo dikirimi kardus isi bangkai tikus,negative
setelah dapat paket kepala babi kantor redaksi tempo dilempar kotak berisi bangkai tikus pagi tadi,neutral
setelah kepala babi tempo dapat kiriman bangkai tikus,negative
udah ditahap capek ini juga lagi menunggu tanggapan utk bangkai tikus yg dikirim ke tempo mau lihat seberapa kosong dan asbun omongan mereka,negative
bener dibuat pusing sm kasus negara konoha dr yg peresmian ruu tni trus mahasiswa yg pada kena pukul isilop psikopat kantor tempo yg lagi terkena ancaman bangkai tikus trus ada lg kasus pembullyan di sma t malang bener cape bgt sumpa digampar hal ky gini,negative
"tempo dari kemarin dikirim kepala babi dan bangkai tikus yang kepalanya juga dipenggal 

mengingat presiden kita sering ngomong ndasmu ya hmm apakah ini apakah",negative
"kenapa 
 
 dibredel pemerintah

karena pemerintah anti kritik sangat alergi dengan pemberitaan tempo

 juni media tempo dibredel pemerintah rezim orde baru era presiden soeharto 

kini media tempo mendapat teror kepala babi dan bangkai tikus di era prabowo",negative
kantor tempo dikirimi kepala babi dan bangkai tikus polisi diminta usut tuntas polisi diminta mengusut tuntas teror kiriman bangkai kepala babi dan tikus yang telah terpenggal ke kantor redaksi tempo,neutral
"bungkusan bangkai tikus dengan kepala dipenggal dilempar seseorang ke dalam area kantor tempo pada pukul wib maret 

 tiktok",neutral
"pemimpin redaksi tempo setri yasra meminta dalang pengiriman paket kepala babi tanpa telinga dan enam bangkai tikus untuk menyetop tindakan teror 

 tempo teror paket",neutral
"rakyat pejuang kemerdekaan dr penjajahan konspirasi oligarchina aparat korup mendukung tempo 
 
teror setelah kepala babi kini kantor tempo dikirimi bangkai tikus",negative
tempo dapat hadiah bangkai tikus yang dipenggal,neutral
tempo dikirimin kepala babi n bangkai tikus mungkin bsk bs kita balas dgn kepala si ndut,negative
min pls kalo nemu paket mencurigakan lagi semoga tdk ada lagi jangan pakai tangan kosong yaa mengingat yg dikirim bangkai terus khawatir ada penyebaran mikroba apalagi tikus ini vektor penyakit juga semoga selalu dalam lindungan tuhan untuk tim tempo,negative
setelah dikirim kepala babi tempo kini dapat kiriman bangkai tikus,neutral
"setelah paket potongan kepala babi kantor redaksi tempo mendapatkan kiriman kedua berupa kotak berisi bangkai tikus yang dipenggal paket tersebut dilempar melalui tembok samping gedung sabtu dinihari sekitar pukul wib 

 kepalababi tikus tempo tvtempo",neutral
habis dikirim kepala babi tempo dikirim bangkai tikus dengan kepala terpenggal wallahi we are finished guys udh saatnya beli rompi anti peluru instead of gamis lebaran orba jilid di depan mata,negative
era mulyono mau lebaran umat muslim promosi babi panggang dulu skrng tempo mau lebaran umat muslim di krim kepala babi dan bangkai tikus,neutral
orang yang sama merespon storyku soal tempo dikirimi bangkai tikus hari ini fix ini dia stres,negative
tempo dapet teror bangkai lagi kali ini bangkai tikus lah tikus kok ngirim tikus chakss,negative
teror di kantor tempo paket bangkai tikus dibungkus kertas kado motif mawar merah,neutral
ngirim teror bangkai tikus di potong kepalanya isyarat buat tempo harus tobat segera minta maaf ke publik karena berita tempo bermasalah tempo menulis berita provokatif menakuti rakyat tapi mereka tidak takut bangsanya hancur di kasih bangkai tikus takut tulisanya hancur,negative
teror kepada tempo sebenarnya tidak hanya ditujukan kepada tempo melainkan juga kepada seluruh rakyat sipil setelah dikirimi kepala babi lalu bangkai tikus tanpa kepala mungkin kapan hari nanti dikirimi kepala manusia atau potongan tubuh manusia semoga tidak terjadi,negative
bu susi barusan tempo kena teror lagi dikirimin bangkai tikus bu,negative
"kantor media tempo kembali diteror 
 kali ini dikirim bangkai tikus kepala terpenggal",neutral
usai teror kepala babi kini tempo dikirimi bangkai tikus dengan kepala terpenggal,negative
setelah kepala babi kantor tempo dikirimi bangkai tikus dengan kepala dipenggal,neutral
setelah kepala babi kini tempo kembali dikirim bangkai tikus yang terpenggal teror,negative
"jubir istana ini dan pengirim paket kepala babi dan bangkai tikus ke wartawan tempo teruslah tolol
jelas sekal pendidikan rendah
aktor intelektualnya bodoh
masa dia ngga tahu alamat yg paling cocok paket beginian 
harusnya di kirim ke kantor lain yg terkenal jadi sarang tikus",negative
"tempo kembali heboh diteror kiriman bangkai tikus yang dipeng l ditemukan 

source 

 xvg terror tikus tempo",neutral
"setelah teror kepala babi kini kantor tempo terima kiriman bangkai tikus 

baca berita selengkapnya di",neutral
media tempo dapet tikus kepala nya di potong bangkai sumber penyakit tikus dilambangkan wabah kegelapan koruptor merampas hak orang lain untuk mendapatkan keuntungan pribadi membuang bangkai tikus keinginan untuk menyingkirkan wabah hal hal negatif dalam hidup,negative
tempo kembali diteror dikirimi bangkai tikus dengan kepala yang terpenggal,negative
"itu bangkai tikus harusnya dikirim ke gedung dpr gasih bukan ke tempo dpr kan sarang tikus berdasi yg suka jilatin pantat rezim 

 tolakuutni
 peringatandarurat 
 indonesiagelap
 tolakdwifungsitni 
 tolakruupolri 
 tolakruukejaksaan",negative
setelah teror kepala babi tempo mendapat kiriman bangkai tikus yang dipenggal kantor redaksi tempo kembali mendapatkan kiriman bangkai hewan kali ini tikus dengan kepala yang dipenggal sabtu,neutral
"tempo kembali mendapat kiriman bangkai tikus yg dipenggal 

bungkusan bangkai tikus dengan kepala dipenggal dilempar seseorang ke dalam area kantor 
 
 pukul wib maret 

ayo pak jubir 
 
 mau kasih pernyataan apa lagi
ini perbuatan hantu",negative
udah ada bukti kaya gini masih banyak yang bilang ngga ngefek apa apa dihidup kita nangis bgt gue dengan dikirimnya kepala babi sama bangkai tikus ke tempo aja tuh udah tanda kebebasan pers bakal dibungkam tanda menuju pemerintahan yg otoriter ini negara demokrasi loh,negative
makin ngeri usai teror kepala babi kantor redaksi tempo kini dikirimi bangkai tikus termutilasi,neutral
"kantor tempo kembali diteror setelah kiriman kepala babi kini paket bangkai tikus tanpa kepala

 tempo

 lewat",neutral
apa hubungannya kepala babi bangkai tikus dengan pemerintah itukan resiko pekerjaan dan tempo harus instropeksi apakah juta semua pro tempo kalau tidak suka tempo bagaimana masyarakat sudah paham tempo kerja dibantu asing,negative
kantor media tempo kembali mendapatkan kiriman kedua bangkai hewan kali ini berupa kardus berisikan bangkai tikus yang dipenggal,neutral
my dad after seeing tempo dikirimin bangkai tikus jaga diri ya kalau kamu beneran jadi jurnalis selalu minta perlindungan allah,negative
agus lalu memanggil petugas kebersihan lain dan satpam tempo ketika mereka membukanya ada enam bangkai tikus dengan kepala terpenggal yang ditumpuk dengan badannya tak ada tulisan apa pun di kotak kardus tersebut,negative
"setelah paket potongan kepala babi kantor redaksi tempo mendapatkan kiriman kedua berupa kotak berisi bangkai tikus yang dipenggal 

 tempoheadliner",neutral
tempo beneran dikirimin bangkai tikus,negative
yang ngirim paket bangkai tikus mungkin orang orang yang suka menggerogoti uang negara tikus itu kan sebagai simbol korup mereka tidak nyaman dengan pemberitaan tempo,negative
"setelah sempat mendapatkan kiriman paket potongan kepala babi kantor tempo kini mendapatkan kiriman lagi yaitu paket berisi bangkai tikus yang dipenggal pada hari sabtu maret 
 tolakrevisiuutni
 peringatandarurat
 kamibersamatempo",neutral
"teror terhadap tempo berlanjut kiriman bangkai tikus ditemukan di kantor redaksi
 
 stopterorjurnalis kebebasanpers dukungtempo lawanintimidasi bitvonline",neutral
kantor tempo kembali diteror kali ini paket isi bangkai tikus,neutral
baru liat tempo dikirimin bangkai tikus yang kepalanya dipenggal do you know how fucking diabolical that is pertama kepala babi yang kupingnya dipotong skrg bangkai tikus yang kepalanya dipenggal dan target utamanya perempuan percuma kalian nangis nyesel sekarang bangsat,negative
"wow tempo dpt teror lg kali ini bangkai tikus yg dipenggal 
seumur hidup yg teror amandel dan sariawan ga sembuh aamiin plis",negative
kalo tempo yang jelas jelas punya perlindungan pers aja diancem pake kepala babi sama bangkai tikus ya rakyat jelata kayak kita mau jadi apa,negative
gimana ya tanggapan juru bicara negara terkait tempo dikirim bangkai tikus apa bakalan nyuruh buat dimasak aja negara konyol,negative
"ini yg tempo dikirimin kepala babi sm bangkai tikus kata bapakku dulu taun an ada media dikirimin kepala manusia
speechless bgt dengernya",negative
"kantor redaksi tempo kembali mendapat teror setelah paket kepala babi kini ditemukan kardus berisi enam bangkai tikus tanpa kepala kotak misterius itu dibungkus kertas kado bermotif bunga mawar merah dan ditemukan oleh petugas pada sabtu pagi 
 tempo",neutral
"kantor redaksi tempo kembali mendapatkan kiriman paket berisi enam bangkai tikus sabtu pukul wib kotak kardus itu dibungkus kertas kado bermotif bunga mawar merah 

 tempo teror",neutral
"stay strong tempo 
tolong di teruskan ke 
 
 bingkisan bangkai tikus nya",neutral
aku penasaran bagaimana tanggapan beliau ketika diminta pendapatnya tentang tempo yang kembali dikirimi bangkai tikus terpenggal,negative
eh itu katanya tempo dikirimin bangkai tikus yang palanya di penggal begitu maksudnya kawanan yang kirim read pemerintah yang korup minta di penggal juga tah,negative
gila tempo dikasi bangkai tikus dari tikus tikus,negative
komentarnya soal tempo diteror lagi bu kali ini dikirimin bangkai tikus,negative
udah gila banget setelah kepala babi kantor tempo dikirimin bangkai tikus,negative
"gila yahh setelah kepala babi sekarang tempo diteror pake bangkai tikus gini amat maen nya 
 peringatandarurat tolakuutni tolakruukejaksaan",negative
"tempo di teror lagi
kali ini dikirimi ekor bangkai tikus yang dipenggal kepalanya",negative
yg ngirim kepala babi dan tikus mati ke kantor tempo kok begitu yaa bisa bisanya mereka ngirim bangkai sodara mereka sendiri pantes hasan bilang yg kepala babi minta di masak aja ternyata mereka emang pemakan bangkai,negative
"setelah paket potongan kepala babi kantor redaksi tempo mendapatkan kiriman kedua berupa kotak berisi bangkai tikus yang dipenggal 
 layarnews referensi berita news bangkaitikus jurnalistempo kantortempo kepalababi redaksitempo tempo teror",neutral
setelah kepala babi kantor tempo dikirim bangkai tikus secara ga langsung ini teror terhadap kerja jurnalistik dan kebebasan pers bantu kawal temen temen,negative
setelah kiriman kepala babi redaksi tempo kembali diteror dengan paket berisi bangkai tikus tanpa kepala simak selengkapnya di sini,neutral
setelah teror kepala babi tempo kini dikirim bangkai tikus dipenggal,negative
habis kepala babi terbitlah bangkai tikus teror terhadap tempo ini tidak boleh dibiarkan lagi,negative
wah gila sih kantor tempo bangkai tikus dikirim,negative
"bajingan yang mengirim tempo kepala babi kemarin pasti sebel dikirimi kepala babi malah dimasak dipikirnya lebaran kali ya 

ya udah kali ini dikirimi bangkai tikus bangkai tikus enaknya diapain guys 

 peringatandarurat",negative
ya allah tempo dapet kiriman lagi kali ini bangkai tikus yang dipenggal udah gila maaf gak berani rt soalnya aku phobia tikus jadi tadi langsung scroll,negative
babi dan tikus adalah hama untuk petani serta peladang dalam konteks tempo hama nya justru manusia pengirim bangkai tikus dan kepala babi,negative
katanya kantor tempo dikirimin barang aneh lagi kali ini bangkai tikus kalo bisa ntar bangkai tikus berdasi aja yg dikirim ya seneng itu se indonesia,negative
gila tempo dapet kiriman lagi bangkai tikus terpenggal ekor kurang ajar mentang yg sblmnya blg bakal di masak kali ini ngasih tikus istana kalo masih gaada tanggepan yg pantes ketegasan atas perlindungan persnya bs bnr dipertanyakan,negative
tempo kembali mendapat teror berupa bangkai tikus,neutral
"tempo dikirimin bangkai tikus dipenggal gk bisa berhenti kita 

 gagalkanruutni 
 cabutruutni
 peringatandarurat
 indonesiagelap
 tolakruutni
 tolakrevisiuutni
 tolakdwifungsiabri
 supremasisipil
 tolakruupolri 
 tolakruukejaksaan",negative
tempo dapat kiriman bangkai hewan tikus kepalanya dipenggal,neutral
"kantor tempo dikirimi bangkai tikus dipenggal

 gagalkanruutni 
 cabutruutni
 peringatandarurat
 indonesiagelap
 tolakruutni
 tolakrevisiuutni
 tolakdwifungsiabri
 supremasisipil
 tolakruupolri 
 tolakruukejaksaan",negative
tempo dah kembali dapet kiriman teror kali ini bangkai tikus yg terpenggal gila,negative
"teror dari kantor komunikasi istana

paket kepala babi yang dikirim ke jurnalis perempuan tempo bocor alus jelas teror 

kenapa karena awak bocor alus tempo sebelumnya sudah kena teror juga dan hari ini tempo terima lagi bangkai tikus 

yang menyedihkan bukan teror ini",negative
ngeri banget sekarang tempo dapet kiriman paket lagi bangkai tikus dengan kepala dipotong,negative
tempo dikirimin bangkai tikus lagi nih,negative
ya allah serem hari ini tempo dapet kiriman bangkai tikus,negative
coba search fu tempo dikirimin bangkai tikus nggak sanggup qrt,negative
tempo kembali mendapat kiriman bangkai hewan kali ini tikus yang dipenggal,neutral
gak mau retweet karena rada triggering tapi semua orang harus tau kalau tempo baru dikirim bangkai tikus yang kepalanya udah dipenggal,negative
bu katanya tempo di kirim lagi kali ini bangkai tikus dengan kepala sudah terpotong,negative
"jawaban nyokap gw pas gw lagi bacain judul artikel soal pengiriman bangkai tikus ke kantor tempo sukur emang bikin ribut aja sih mereka 

rasanya mau nangis",negative
kiriman bangkai tikus ke tempo adalah pesan politik yang jelas upaya menakut nakuti dan membatasi kebebasan berbicara,negative
buat yg ngirim bangkai tikus ke tempo i hope you got some accident this week,neutral
